code,enum_methode_application_dpe_log_id,version_dpe,version_logiciel,version_moteur_calcul,type_generateur_ecs_1_id,type_generateur_ecs_1_label,type_generateur_ecs_2_id,type_generateur_ecs_2_label,type_generateur_ch_1_id,type_generateur_ch_1_label,type_generateur_ch_2_id,type_generateur_ch_2_label,deperdition_mur_input,deperdition_mur_output,deperdition_mur_diff,deperdition_baie_vitree_input,deperdition_baie_vitree_output,deperdition_baie_vitree_diff,deperdition_plancher_bas_input,deperdition_plancher_bas_output,deperdition_plancher_bas_diff,deperdition_plancher_haut_input,deperdition_plancher_haut_output,deperdition_plancher_haut_diff,deperdition_porte_input,deperdition_porte_output,deperdition_porte_diff,deperdition_renouvellement_air_input,deperdition_renouvellement_air_output,deperdition_renouvellement_air_diff,hperm_input,hperm_output,hperm_diff,deperdition_pont_thermique_input,deperdition_pont_thermique_output,deperdition_pont_thermique_diff,surface_sud_equivalente_input,surface_sud_equivalente_output,surface_sud_equivalente_diff,besoin_ecs_input,besoin_ecs_output,besoin_ecs_diff,besoin_ch_input,besoin_ch_output,besoin_ch_diff,conso_ecs_input,conso_ecs_output,conso_ecs_diff,conso_ch_input,conso_ch_output,conso_ch_diff,conso_auxiliaire_distribution_ch_input,conso_auxiliaire_distribution_ch_output,conso_auxiliaire_distribution_ch_diff,conso_auxiliaire_distribution_ecs_input,conso_auxiliaire_distribution_ecs_output,conso_auxiliaire_distribution_ecs_diff,conso_auxiliaire_generation_ch_input,conso_auxiliaire_generation_ch_output,conso_auxiliaire_generation_ch_diff,conso_auxiliaire_generation_ecs_input,conso_auxiliaire_generation_ecs_output,conso_auxiliaire_generation_ecs_diff,conso_auxiliaire_ventilation_input,conso_auxiliaire_ventilation_output,conso_auxiliaire_ventilation_diff,ep_conso_5_usages_input,ep_conso_5_usages_output,ep_conso_5_usages_diff,ep_conso_5_usages_m2_input,ep_conso_5_usages_m2_output,ep_conso_5_usages_m2_diff,emission_ges_5_usages_input,emission_ges_5_usages_output,emission_ges_5_usages_diff,emission_ges_5_usages_m2_input,emission_ges_5_usages_m2_output,emission_ges_5_usages_m2_diff,runFailed
2474E4278951A,6,2.4,LICIEL Diagnostics v4 [Version XML:305],3cl_tribu_2024.6.1.0,57,chaudière gaz à condensation après 2015,57,chaudière gaz à condensation après 2015,97,chaudière gaz à condensation après 2015,97,chaudière gaz à condensation après 2015,118.3,118.3,0,359.007,359.00699999999995,0,180.836033057851,180.8360330578512,0,76.1666666666667,76.16666666666666,0,120.12,120.12,0,634.9916580331333,634.9916580331333,0,97.99837803313328,97.99837803313328,0,312.6148,312.61480082,0,646.018384,646.018384,0,23153.336090277124,23153.336090277124,0,73005.6267396333,73007.78756377508,0,30325.061231233674,30325.061231233685,0,93511.05582604997,93095.45112136698,0.44,3326.4,1541.4045103306335,53.66,0,0,0,187.78669544694569,93.89612678341072,50,56.33978448634102,6.25997605403789,88.89,6364.318003199999,6364.3180032,0,151377.76433489018,146525.53813664726,3.21,138,133,3.62,28887.373767915917,28669.577684479904,0.75,26,26,0,OK
2467E0758797F,6,2.3,LICIEL Diagnostics v4 [Version XML:280],3cl_tribu_1.4.25.1,57,chaudière gaz à condensation après 2015,,,97,chaudière gaz à condensation après 2015,,,152.20080000000002,152.20080000000002,0,122.416,122.41600000000001,0,46.6767339641,46.67673333333333,0,38.5938,38.59380000000001,0,31.204,31.203999999999997,0,459.5203285856688,459.5203285856688,0,59.35392858566876,59.35392858566876,0,244.99999999999994,245,0,184.063006,184.06300640000003,0,16036.671912221633,16036.671912221633,0,39991.348895332645,39993.081954401365,0,22584.085948435284,22584.085948435288,0,45599.203510763844,45289.56331903603,0.68,2136.42,847.2581126687883,60.34,0,0,0,97.3122823119761,97.31649942237667,0,39.02256831973931,3.001736024595332,92.31,4742.678016,4742.678016,0,87604.55136285207,84247.00061533756,3.83,111,107,3.6,16025.167400014634,15870.0676523314,0.97,20,20,0,OK
2575E0807389M,6,2.4,LICIEL Diagnostics v4 [Version XML:309],3cl_tribu_2024.6.1.0,70,ballon électrique à accumulation vertical catégorie b ou 2 étoiles,,,100,"radiateur électrique nfc, nf** et nf***",,,2058.454784482759,2058.4547844827584,0,259.98900000000003,259.989,0,53.541390132248196,53.541390132248225,0,83.797,83.797,0,142.88400000000001,142.884,0,962.6184268813747,962.6184268813747,0,505.11837088137463,505.11837088137463,0,513.2610759951748,513.26107523,0,524.913193,524.9131926,0,31790.545348857755,31790.545348857755,0,179526.64386943623,179526.65774253366,0,48086.509356051974,48086.50935605196,0,156437.72295127308,156437.7338479593,0,0,0,0,0,0,0,0,0,0,0,0,0,2946.838595999999,2946.8385959999996,0,482225.93960764754,482225.9646700258,0,415,415,0,15824.075187337952,15824.076048176163,0,13,13,0,OK
2410E4607081Y,6,2.4,WinDpeV3 v.3.0.0.18,V 1.4.25.1,71,ballon électrique à accumulation vertical catégorie c ou 3 étoiles,71,ballon électrique à accumulation vertical catégorie c ou 3 étoiles,100,"radiateur électrique nfc, nf** et nf***",,,29.797,29.797,0,36.708,36.708,0,7.736,10.510683846153846,35.87,9.394,9.18134,2.26,14.098,14.097999999999999,0,109.624,109.2338076700988,0.36,67.4811818168317,67.09148767009879,0.58,0,0,0,58.33189,58.331888000000006,0,2903.0054072817,2903.0054072816997,0,7577.9165082206,7695.44113112325,1.55,4232.78813946804,4232.788139468039,0,6607.50388221939,6703.51361168327,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25365.2098867811,25586.03226454801,0.87,245,247,0.82,809.7936,817.6849514954008,0.97,7,7,0,OK
2356E4398756E,6,2.3,4.1.1,3cl_tribu_1.4.25.1,69,ballon électrique à accumulation vertical autres ou inconnue,69,ballon électrique à accumulation vertical autres ou inconnue,99,"panneau rayonnant électrique nfc, nf** et nf***",100,"radiateur électrique nfc, nf** et nf***",153.0546775,153.0546775,0,103.23,103.23000000000002,0,55.5628,55.56315789473684,0,45.8198,45.8198,0,14.459375,14.459375,0,234.775228021501,234.77522802150105,0,4.76522802150104,4.765228021501039,0,109.747,109.74700000000004,0,163.820971,163.82097100000001,0,8880.8597787,8880.859778699998,0,19479.1593362039,21955.240812331966,12.71,21245.17159,7834.031846249999,63.13,17987.4471173911,20273.910482086252,12.71,0,0,0,0,0,0,0,0,0,0,0,0,2726.0244,2726.0244,0,98287.1491469996,72700.39347517338,26.03,239,177,25.94,3029.9,2338.784659691064,22.81,7,5,28.57,KO
2469E2394579Z,6,2.4,LICIEL Diagnostics v4 [Version XML:295],3cl_tribu_1.4.25.1,56,chaudière gaz à condensation 2001-2015,56,chaudière gaz à condensation 2001-2015,96,chaudière gaz à condensation 2001-2015,96,chaudière gaz à condensation 2001-2015,84.6577,84.65770000000002,0,155.70000000000002,155.70000000000002,0,26.65439961,26.6544,0,17.64,17.64,0,1.71,1.7100000000000002,0,174.10007477129767,174.1000747712977,0,37.34867477129766,37.348674771297674,0,230.79279999999991,230.79279999999994,0,332.971104,332.971104,0,7218.9868084235995,7218.9868084235995,0,20109.690903538507,20110.13396170998,0,10953.971904084152,10953.97190408415,0,25903.607135970116,25812.927543941234,0.35,937.8000000000001,690.5323997261665,26.37,0,0,0,93.24938152307485,31.083812000075177,66.67,19.571475347281755,9.78573767364088,50,880.8399,880.8399000000001,0,42878.31709285608,42053.434013645114,1.92,116,113,2.59,8537.635279892023,8496.621002423355,0.48,23,23,0,OK
2393E0357516H,6,2.2,4.1.1,3cl_tribu_1.4.25,49,chaudière gaz standard 2001-2015,,,89,chaudière gaz standard 2001-2015,,,1521.61926939325,1521.6192691112492,0,761.196,761.1960000000001,0,294.50078,294.5015789473684,0,464.2,464.20000000000005,0,47.5600016450882,47.559999999999995,0,1616.23912834027,1616.2391283402726,0,19.8473283402722,19.847328340272234,0,565.47,565.4699999999999,0,1355.889552,1355.8895520000003,0,48365.348668098,48365.348668098,0,199271.92864076,199286.53066280385,0.01,86093.6459816102,64549.78278881765,25.02,329696.379219722,283548.2621966005,14,6081.6,4839.022014561448,20.43,0,0,0,448.244309717458,448.27715565484715,0.01,108.793508829127,108.79350882912742,0,18920.059992,18920.059992,0,487411.721165589,416861.8871288226,14.47,165,141,14.55,96415.45,80959.59071263684,16.03,32,27,15.63,KO
2338E3325443F,6,2.3,LICIEL Diagnostics v4 [Version XML:268],3cl_tribu_1.4.25.1,70,ballon électrique à accumulation vertical catégorie b ou 2 étoiles,,,99,"panneau rayonnant électrique nfc, nf** et nf***",,,139.4535771065182,139.45416534181237,0,249.10600000000005,249.10600000000005,0,218.8878100631784,218.88780986735725,0,70.1686746987952,70.16867469879516,0,0,0,0,820.0364148582412,820.0397394591588,0,197.94929485824122,197.95261945915877,0,0,0,0,596.443946,596.443946,0,11439.40413524412,11439.40413524412,0,47930.24697953028,47930.38973097407,0,12832.064554025934,12832.064554025934,0,45762.26672131762,45762.3993355906,0,0,0,0,0,0,0,0,0,0,0,0,0,4006.97292,4006.9729199999997,0,150729.81837969014,150730.123392518,0,95,95,0,4908.154095787777,4908.164572315342,0,3,3,0,OK
2259E1715432M,6,2.1,LICIEL Diagnostics v4 [Moteur TribuEnergie: 1.4.25],3cl_tribu_1.4.25,70,ballon électrique à accumulation vertical catégorie b ou 2 étoiles,,,104,radiateur électrique à accumulation,99,"panneau rayonnant électrique nfc, nf** et nf***",12.3617142857143,12.361714285714287,0,28.656,28.656000000000002,0,7.888,7.888,0,4.63768115942029,4.63768115942029,0,0,0,0,44.332282033016995,44.332282033016995,0,23.920042033016994,23.920042033016994,0,5.46,5.46,0,41.7050784,41.70507840000002,0,1677.8680924267499,1677.8680924267499,0,3233.4190744828175,3233.387664567511,0,2770.759239168548,2770.759239168548,0,3105.472910680498,3105.444271232005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13732.814354652804,13732.74848392127,0,274,274,0,431.956122789715,431.953860273284,0,8,8,0,OK
2234E1900095Y,6,2.2,LICIEL Diagnostics v4 [Moteur TribuEnergie: 1.4.25],3cl_tribu_1.4.25,69,ballon électrique à accumulation vertical autres ou inconnue,,,101,autres émetteurs à effet joule,,,325,325,0,446.534,446.534,0,91.86461568,91.86461538461539,0,149.76,149.76,0,14.112,14.112,0,538.879775592547,538.879775592547,0,109.77257559254694,109.77257559254694,0,144.036,144.036,0,831.1240439999999,831.1240439999999,0,16859.7192005088,16859.7192005088,0,29971.025012221755,31895.470293978982,6.42,26892.570323127737,18644.25032312774,30.67,30375.080000859052,32325.4702815335,6.42,0,0,0,0,0,0,0,0,0,0,0,0,5085.677568000002,5085.677568,0,147462.8062155696,132977.56786112083,9.82,158,143,9.49,4594.6363173431655,4212.576349516449,8.32,4,4,0,KO
2375E2181401A,6,2.2,LICIEL Diagnostics v4 [Version XML:259],3cl_tribu_1.4.25.1,49,chaudière gaz standard 2001-2015,70,ballon électrique à accumulation vertical catégorie b ou 2 étoiles,89,chaudière gaz standard 2001-2015,104,radiateur électrique à accumulation,547.1289385245902,547.1426885245902,0,243.708,243.708,0,19.56799994,19.568,0,94.721,94.721,0,28.6715,28.6715,0,412.7815392077315,412.78815805852713,0,250.3159392077315,250.3225580585271,0,77.93800000000002,77.93800000000002,0,281.406472,281.40647200000006,0,7299.824759892,7299.824759892,0,64483.07909407714,64446.61772906708,0.06,12002.373548661104,11879.947140485978,1.02,74785.21499685085,74648.05718529897,0.18,594.7803379481231,479.1540274550772,19.44,0,0,0,78.45441289779387,39.20502578518248,50.03,10.696999192350027,2.9604844859562,72.32,1046.4696000000001,1046.4696000000001,0,135788.93458508558,136177.45909047566,0.29,375,376,0.27,14840.014102426154,14643.085400995302,1.33,40,40,0,OK
2336E1437885T,6,2.2,LICIEL Diagnostics v4 [Version XML:248],3cl_tribu_1.4.25.1,56,chaudière gaz à condensation 2001-2015,,,96,chaudière gaz à condensation 2001-2015,,,115.08,115.08,0,48.24,48.24,0,136.88153668,136.88153846153847,0,27.02,27.020000000000003,0,39.9,39.9,0,391.8902332809549,391.8902332809549,0,56.78623328095479,56.78623328095476,0,56.3323,56.3323,0,57.2448,57.2448,0,7568.105651064001,7568.105651064001,0,32210.00496542021,32211.488176488798,0,11580.586061562135,11580.586061562133,0,44113.96425938929,43767.07440310633,0.79,1340.6549437316817,879.6024267750769,34.39,0,0,0,78.37767874918917,78.38128789612274,0,18.415723750922403,3.0692872918204004,83.33,3971.5737600000007,3971.5737600000007,0,70087.50988528455,68644.91073718341,2.06,159,156,1.89,13047.406599254811,12938.173299845375,0.84,29,29,0,OK
2508E0737955J,6,2.4,LICIEL Diagnostics v4 [Version XML:309],3cl_tribu_2024.6.1.0,118,chaudière électrique,118,chaudière électrique,106,chaudière électrique,106,chaudière électrique,42.65235,42.65235,0,54.406,54.406000000000006,0,31.512332863,31.51233333333333,0,19.754,19.754,0,5.67,5.67,0,120.29996618323966,120.30052914479512,0,30.04152618323966,30.04208914479512,0,123.5805,123.5805,0,205.68624,205.68624,0,4033.7203515058804,4033.7203515058804,0,12088.43134666003,12041.808547231121,0.39,5204.8982590687065,6650.151815062192,27.77,14555.755501462962,14499.612133449056,0.39,854.8795098199481,903.8911208903493,5.73,0,0,0,0,0,0,0,0,0,581.3705399999999,581.3705399999999,0,49711.21331230872,53018.89345012367,6.65,217,231,6.45,1608.8931110985166,1701.5360092735004,5.76,7,7,0,KO
2556E0698445P,6,2.4,LICIEL Diagnostics v4 [Version XML:309],3cl_tribu_2024.6.1.0,69,ballon électrique à accumulation vertical autres ou inconnue,,,100,"radiateur électrique nfc, nf** et nf***",,,143.5289922,143.5291334578778,0,44.516999999999996,44.516999999999996,0,26.585,26.585,0,8.45539280958722,8.455392809587217,0,22.504,22.503999999999998,0,91.67998444029014,91.67998444029014,0,49.060984440290135,49.060984440290135,0,43.27730000000001,43.27730000000001,0,122.734628,122.734628,0,2302.8532180500006,2302.8532180500006,0,13349.346975764767,13349.38965513535,0,3758.5477218965525,3758.547721896553,0,11580.268290493643,11580.302090107329,0,0,0,0,0,0,0,0,0,0,0,0,0,274.51650000000006,274.5165,0,36410.56977849744,36410.64751760892,0,316,316,0,1191.7130028722736,1191.715673041755,0,10,10,0,OK
